Year,Partner,Commodity Code,Commodity,Netweight (kg),Trade Value (US$),Price per Ton(US$)
2017,Burkina Faso,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37354,33128,886.86620
2017,Uruguay,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",658506,935014,1419.90202
2017,Uzbekistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2290055,3154170,1377.33373
2017,Venezuela,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",935513,1576896,1685.59496
2017,Samoa,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7888,45835,5810.72515
2017,Yemen,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1297819,2580217,1988.11776
2017,Zambia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",468032,1127916,2409.91214
2018,Afghanistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",472216,1199215,2539.54758
2018,Albania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1020953,1915052,1875.74942
2018,Algeria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8294539,17755418,2140.61541
2018,Angola,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1920941,3387754,1763.59087
2018,Antigua and Barbuda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7848,21155,2695.59123
2018,Azerbaijan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",394086,747039,1895.62431
2018,Argentina,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2741558,5963234,2175.12597
2018,Australia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",46133898,101693991,2204.32254
2018,Austria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5601187,16535865,2952.20727
2018,Bahamas,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",41222,139569,3385.78914
2018,Bahrain,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",752550,1264621,1680.44781
2018,Bangladesh,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7317382,14811721,2024.18310
2018,Armenia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",225161,399767,1775.47177
2018,Barbados,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4361,9916,2273.79042
2018,Belgium,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",16714495,25889294,1548.91273
2018,Bermuda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",246,640,2601.62602
2018,Bolivia (Plurinational State of),731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2503612,3226673,1288.80713
2018,Bosnia Herzegovina,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",59960,89261,1488.67578
2018,Botswana,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",63866,233393,3654.41706
2018,Brazil,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",15922184,37116212,2331.10056
2018,Belize,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",29861,62973,2108.87110
2018,Solomon Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",83612,160019,1913.82816
2018,Br. Virgin Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",152,421,2769.73684
2018,Brunei Darussalam,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",974172,2242359,2301.81015
2018,Bulgaria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2454054,3723455,1517.26694
2018,Myanmar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",18009125,27582691,1531.59529
2018,Burundi,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4544,10170,2238.11620
2018,Belarus,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",601032,1290843,2147.71094
2018,Cambodia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2243599,4723699,2105.41144
2018,Cameroon,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",666846,1290700,1935.52934
2018,Canada,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",35200638,56489259,1604.77941
2018,Cabo Verde,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",23059,81838,3549.06978
2018,Cayman Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2631,8055,3061.57355
2018,Central African Rep.,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4384,15586,3555.20073
2018,Sri Lanka,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4448497,9542845,2145.18409
2018,Chad,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",41172,256940,6240.64898
2018,Chile,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",13023459,21515002,1652.01902
2018,Colombia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",12482173,17580612,1408.45765
2018,Comoros,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7467,12190,1632.51641
2018,Congo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",281356,672791,2391.24454
2018,Dem. Rep. of the Congo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1322392,4459103,3371.99786
2018,Costa Rica,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2300664,3525850,1532.53582
2018,Croatia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4994819,5997949,1200.83410
2018,Cuba,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",389119,1626004,4178.68056
2018,Cyprus,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",537736,782258,1454.72500
2018,Czechia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7146105,11566753,1618.60944
2018,Benin,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",315844,558184,1767.27752
2018,Denmark,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2677894,5686492,2123.49406
2018,Dominica,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",12369,36410,2943.64945
2018,Dominican Rep.,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2134248,3649168,1709.81442
2018,Ecuador,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3665781,6303544,1719.56372
2018,El Salvador,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",815548,1275291,1563.72280
2018,Equatorial Guinea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",28481,90693,3184.33342
2018,Ethiopia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1040706,3941728,3787.55191
2018,Eritrea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8021,78224,9752.39995
2018,Estonia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",486060,1346547,2770.33082
2018,Fiji,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",380167,807718,2124.63996
2018,Finland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2523763,4582523,1815.75013
2018,France,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",12077696,25995962,2152.39413
2018,French Polynesia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",33201,61893,1864.19084
2018,Djibouti,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1538620,4186874,2721.18782
2018,Gabon,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",154409,373486,2418.80978
2018,Georgia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2625966,5761331,2193.98538
2018,Gambia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",189574,386948,2041.14488
2018,State of Palestine,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",36088,83769,2321.24252
2018,Germany,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",52438524,96313071,1836.68539
2018,Ghana,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2350009,4813835,2048.43258
2018,Kiribati,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3621,13998,3865.78293
2018,Greece,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4035403,5847610,1449.07708
2018,Grenada,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5647,13600,2408.35842
2018,Guatemala,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2111412,3006738,1424.04135
2018,Guinea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",765628,2059401,2689.81934
2018,Guyana,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",248450,568091,2286.54055
2018,Haiti,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",194344,423604,2179.66081
2018,Honduras,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1159331,1808164,1559.66156
2018,"China, Hong Kong SAR",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",17437329,92648637,5313.23559
2018,Hungary,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2894947,6819719,2355.73190
2018,Iceland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",11201,32873,2934.82725
2018,Indonesia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",30021826,55923766,1862.77031
2018,Iran,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",11679456,27477470,2352.63269
2018,Iraq,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7691504,18268852,2375.19892
2018,Ireland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",923610,2471752,2676.18584
2018,Israel,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",10244854,19122728,1866.56911
2018,Italy,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",33557141,59320854,1767.75650
2018,Côte d'Ivoire,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2635484,4005840,1519.96370
2018,Jamaica,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",412318,750231,1819.54462
2018,Japan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",74419551,143654355,1930.33085
2018,Kazakhstan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",9967109,21038610,2110.80364
2018,Jordan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2079323,5145738,2474.71797
2018,Kenya,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4437455,9492458,2139.16716
2018,Dem. People's Rep. of Korea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",12557,17021,1355.49892
2018,Rep. of Korea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",38271926,67756066,1770.38558
2018,Kuwait,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2639880,4737448,1794.56945
2018,Kyrgyzstan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1383126,2435689,1761.00297
2018,Lao People's Dem. Rep.,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1561496,2179017,1395.46755
2018,Lebanon,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2789042,4474778,1604.41399
2018,Lesotho,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2583,5928,2295.00581
2018,Latvia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1125652,1703441,1513.29274
2018,Liberia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",276191,535666,1939.47667
2018,Libya,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",690895,2337410,3383.16242
2018,Lithuania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4836619,6523973,1348.87056
2018,Luxembourg,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7530,16683,2215.53785
2018,"China, Macao SAR",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",674240,1275949,1892.42555
2018,Madagascar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",705711,1294603,1834.46623
2018,Malawi,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",45740,82941,1813.31439
2018,Malaysia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",27031877,54525668,2017.08775
2018,Maldives,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",479608,1674826,3492.07269
2018,Mali,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",80746,209513,2594.71677
2018,Malta,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",95616,253111,2647.16156
2018,Mauritania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",260483,762962,2929.02800
2018,Mauritius,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",450894,1044871,2317.33179
2018,Mexico,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",40062951,72151305,1800.94834
2018,"Other Asia, nes",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1306961,4577087,3502.08384
2018,Mongolia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",788935,1813577,2298.76606
2018,Rep. of Moldova,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",80871,125520,1552.10149
2018,Montenegro,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",556913,812583,1459.08427
2018,Morocco,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1818850,3801218,2089.90186
2018,Mozambique,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",982607,1786976,1818.60703
2018,Oman,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1098286,1870253,1702.88340
2018,Namibia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",127628,343138,2688.57931
2018,Nauru,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1000,10320,10320.00000
2018,Nepal,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",111319,268391,2411.00800
2018,Netherlands,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",32985234,59080555,1791.12129
2018,Curaçao,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7778,20565,2643.99589
2018,Aruba,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",23375,43045,1841.49733
2018,New Caledonia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",19893,65055,3270.24582
2018,Vanuatu,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",20049,60280,3006.63375
2018,New Zealand,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6360252,14364322,2258.45171
2018,Nicaragua,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",802720,1141064,1421.49691
2018,Niger,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",11531,45174,3917.61339
2018,Nigeria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",16391918,22254172,1357.63075
2018,Norway,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6313454,11231357,1778.95602
2018,FS Micronesia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1617,1398,864.56401
2018,Marshall Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8960,105905,11819.75446
2018,Palau,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3368,14120,4192.39905
2018,Pakistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7946298,19311245,2430.21908
2018,Panama,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3030073,5414357,1786.87345
2018,Papua New Guinea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",393658,900243,2286.86576
2018,Paraguay,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",315662,703916,2229.96750
2018,Peru,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",11743680,16104284,1371.31495
2018,Philippines,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",16744127,32293829,1928.66603
2018,Poland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",31834958,47531612,1493.06344
2018,Portugal,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5075243,7348594,1447.92949
2018,Guinea-Bissau,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",771,1893,2455.25292
2018,Timor-Leste,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",92342,310669,3364.33042
2018,Qatar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4120216,7798607,1892.76654
2018,Romania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4026970,7090160,1760.66869
2018,Russian Federation,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",110388034,166216956,1505.75157
2018,Rwanda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",70998,144206,2031.12764
2018,Saint Kitts and Nevis,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",12780,27028,2114.86698
2018,Saint Lucia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2324,10342,4450.08606
2018,Saint Vincent and the Grenadines,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",937,3442,3673.42583
2018,Sao Tome and Principe,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1165,3343,2869.52790
2018,Saudi Arabia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",24050625,37609034,1563.74456
2018,Senegal,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1849004,6292374,3403.11541
2018,Serbia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",968326,1314868,1357.87741
2018,Seychelles,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",15745,34777,2208.76469
2018,Sierra Leone,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",70096,166145,2370.24937
2018,India,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37231862,88532364,2377.86560
2018,Singapore,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",19947881,50804750,2546.87453
2018,Slovakia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2973983,5951238,2001.10021
2018,Viet Nam,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37577176,93124164,2478.21082
2018,Slovenia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2640127,3964586,1501.66488
2018,Somalia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",153816,294916,1917.32980
2018,South Africa,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",17676766,29599707,1674.49787
2018,Zimbabwe,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",711925,922958,1296.42589
2018,Spain,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",31258831,50199576,1605.93261
2018,South Sudan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",94917,226423,2385.48416
2018,Sudan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1421971,3566436,2508.09334
2018,Suriname,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",157012,602071,3834.55405
2018,Eswatini,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",52,561,10788.46154
2018,Sweden,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6413548,13591580,2119.19830
2018,Switzerland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3048263,11045541,3623.55250
2018,Syria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3278235,5915412,1804.45026
2018,Tajikistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1433948,3025234,2109.72364
2018,Thailand,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",20410819,51786861,2537.22602
2018,Togo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",181432,387993,2138.50368
2018,Tonga,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8939,32249,3607.67424
2018,Trinidad and Tobago,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",529509,931138,1758.49325
2018,United Arab Emirates,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",36784909,70725102,1922.66622
2018,Tunisia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3162414,5509491,1742.17892
2018,Turkey,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8249220,16091364,1950.65279
2018,Turkmenistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",85130,246393,2894.31458
2018,Tuvalu,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1,3,3000.00000
2018,Uganda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",989869,1679472,1696.66087
2018,Ukraine,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",17256158,25315404,1467.03594
2018,North Macedonia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",190319,300760,1580.29414
2018,Egypt,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",28914466,42789973,1479.88114
